ORP: 1529mV, 20.69 C, TDS=456.05, Ph=4.29
ORP: 854mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 855mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 855mV, 20.75 C, TDS=474.55, Ph=4.55
ORP: 851mV, 20.75 C, TDS=441.98, Ph=4.15
ORP: 852mV, 20.75 C, TDS=445.97, Ph=4.14
ORP: 851mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 845mV, 20.75 C, TDS=472.47, Ph=4.54
ORP: 847mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 847mV, 20.75 C, TDS=436.02, Ph=4.07
ORP: 848mV, 20.75 C, TDS=434.05, Ph=4.04
ORP: 850mV, 20.75 C, TDS=439.99, Ph=4.06
ORP: 852mV, 20.75 C, TDS=436.02, Ph=4.02
ORP: 852mV, 20.75 C, TDS=458.08, Ph=4.29
ORP: 845mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 849mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 849mV, 20.75 C, TDS=434.05, Ph=4.05
ORP: 850mV, 20.75 C, TDS=447.98, Ph=4.12
ORP: 855mV, 20.75 C, TDS=447.98, Ph=4.18
ORP: 858mV, 20.75 C, TDS=478.73, Ph=4.52
ORP: 853mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 848mV, 20.75 C, TDS=445.97, Ph=4.22
ORP: 849mV, 20.75 C, TDS=443.97, Ph=4.18
ORP: 853mV, 20.75 C, TDS=443.97, Ph=4.13
ORP: 857mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 854mV, 20.75 C, TDS=472.47, Ph=4.44
ORP: 851mV, 20.75 C, TDS=460.12, Ph=4.38
ORP: 848mV, 20.75 C, TDS=452.00, Ph=4.30
ORP: 844mV, 20.75 C, TDS=430.12, Ph=4.04
ORP: 848mV, 20.75 C, TDS=443.97, Ph=4.10
ORP: 853mV, 20.75 C, TDS=443.97, Ph=4.15
ORP: 857mV, 20.75 C, TDS=478.73, Ph=4.53
ORP: 856mV, 20.75 C, TDS=474.55, Ph=4.49
ORP: 851mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 847mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 844mV, 20.75 C, TDS=445.97, Ph=4.22
ORP: 847mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 851mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 856mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 852mV, 20.75 C, TDS=468.33, Ph=4.50
ORP: 848mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 844mV, 20.69 C, TDS=454.02, Ph=4.29
ORP: 843mV, 20.75 C, TDS=434.05, Ph=4.05
ORP: 847mV, 20.75 C, TDS=441.98, Ph=4.10
ORP: 852mV, 20.75 C, TDS=439.99, Ph=4.09
ORP: 851mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 847mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 851mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 851mV, 20.75 C, TDS=441.98, Ph=4.16
ORP: 857mV, 20.75 C, TDS=439.99, Ph=4.14
ORP: 861mV, 20.69 C, TDS=439.99, Ph=4.09
ORP: 862mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 861mV, 20.75 C, TDS=476.64, Ph=4.50
ORP: 858mV, 20.75 C, TDS=470.40, Ph=4.50
ORP: 861mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 860mV, 20.75 C, TDS=447.98, Ph=4.22
ORP: 860mV, 20.75 C, TDS=441.98, Ph=4.15
ORP: 861mV, 20.75 C, TDS=443.97, Ph=4.12
ORP: 861mV, 20.75 C, TDS=458.08, Ph=4.29
ORP: 861mV, 20.75 C, TDS=470.40, Ph=4.44
ORP: 859mV, 20.75 C, TDS=464.22, Ph=4.42
ORP: 860mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 854mV, 20.75 C, TDS=443.97, Ph=4.19
ORP: 855mV, 20.75 C, TDS=436.02, Ph=4.11
ORP: 855mV, 20.75 C, TDS=439.99, Ph=4.09
ORP: 861mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 866mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 863mV, 20.75 C, TDS=474.55, Ph=4.55
ORP: 863mV, 20.75 C, TDS=472.47, Ph=4.53
ORP: 861mV, 20.75 C, TDS=447.98, Ph=4.22
ORP: 863mV, 20.75 C, TDS=439.99, Ph=4.14
ORP: 863mV, 20.75 C, TDS=447.98, Ph=4.16
ORP: 863mV, 20.75 C, TDS=489.28, Ph=4.65
ORP: 868mV, 20.69 C, TDS=485.04, Ph=4.61
ORP: 869mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 868mV, 20.75 C, TDS=474.55, Ph=4.51
ORP: 864mV, 20.75 C, TDS=443.97, Ph=4.17
ORP: 860mV, 20.75 C, TDS=439.99, Ph=4.11
ORP: 859mV, 20.75 C, TDS=445.97, Ph=4.13
ORP: 864mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 867mV, 20.75 C, TDS=460.12, Ph=4.33
ORP: 868mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 867mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 862mV, 20.75 C, TDS=441.98, Ph=4.17
ORP: 862mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 862mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 865mV, 20.75 C, TDS=439.99, Ph=4.13
ORP: 869mV, 20.75 C, TDS=458.08, Ph=4.31
ORP: 872mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 867mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 863mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 859mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 861mV, 20.75 C, TDS=436.02, Ph=4.08
ORP: 863mV, 20.75 C, TDS=445.97, Ph=4.14
ORP: 866mV, 20.75 C, TDS=441.98, Ph=4.12
ORP: 871mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 870mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 867mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 864mV, 20.75 C, TDS=434.05, Ph=4.06
ORP: 859mV, 20.75 C, TDS=439.99, Ph=4.11
ORP: 864mV, 20.75 C, TDS=438.00, Ph=4.05
ORP: 869mV, 20.69 C, TDS=439.99, Ph=4.08
ORP: 872mV, 20.75 C, TDS=458.08, Ph=4.29
ORP: 870mV, 20.75 C, TDS=478.73, Ph=4.54
ORP: 865mV, 20.75 C, TDS=468.33, Ph=4.46
ORP: 862mV, 20.75 C, TDS=434.05, Ph=4.06
ORP: 857mV, 20.75 C, TDS=436.02, Ph=4.08
ORP: 863mV, 20.75 C, TDS=436.02, Ph=4.06
ORP: 867mV, 20.75 C, TDS=436.02, Ph=4.03
ORP: 872mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 871mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 867mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 863mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 860mV, 20.75 C, TDS=443.97, Ph=4.17
ORP: 865mV, 20.75 C, TDS=436.02, Ph=4.08
ORP: 868mV, 20.75 C, TDS=443.97, Ph=4.15
ORP: 872mV, 20.75 C, TDS=485.04, Ph=4.62
ORP: 875mV, 20.75 C, TDS=472.47, Ph=4.50
ORP: 871mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 867mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 863mV, 20.75 C, TDS=443.97, Ph=4.18
ORP: 868mV, 20.75 C, TDS=439.99, Ph=4.13
ORP: 872mV, 20.75 C, TDS=443.97, Ph=4.13
ORP: 876mV, 20.75 C, TDS=487.15, Ph=4.64
ORP: 873mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 870mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 866mV, 20.75 C, TDS=430.12, Ph=4.01
ORP: 866mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 866mV, 20.75 C, TDS=436.02, Ph=4.05
ORP: 870mV, 20.75 C, TDS=480.83, Ph=4.58
ORP: 867mV, 20.75 C, TDS=478.73, Ph=4.56
ORP: 867mV, 20.75 C, TDS=476.64, Ph=4.54
ORP: 861mV, 20.75 C, TDS=436.02, Ph=4.07
ORP: 858mV, 20.75 C, TDS=434.05, Ph=4.08
ORP: 857mV, 20.75 C, TDS=441.98, Ph=4.10
ORP: 857mV, 20.75 C, TDS=441.98, Ph=4.13
ORP: 862mV, 20.75 C, TDS=480.83, Ph=4.58
ORP: 863mV, 20.75 C, TDS=472.47, Ph=4.47
ORP: 864mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 865mV, 20.69 C, TDS=476.64, Ph=4.55
ORP: 861mV, 20.75 C, TDS=447.98, Ph=4.22
ORP: 859mV, 20.75 C, TDS=439.99, Ph=4.07
ORP: 860mV, 20.75 C, TDS=436.02, Ph=4.06
ORP: 861mV, 20.75 C, TDS=478.73, Ph=4.56
ORP: 864mV, 20.75 C, TDS=460.12, Ph=4.40
ORP: 863mV, 20.75 C, TDS=476.64, Ph=4.54
ORP: 864mV, 20.75 C, TDS=454.02, Ph=4.25
ORP: 858mV, 20.75 C, TDS=436.02, Ph=4.06
ORP: 856mV, 20.75 C, TDS=438.00, Ph=4.03
ORP: 856mV, 20.75 C, TDS=443.97, Ph=4.15
ORP: 855mV, 20.75 C, TDS=449.99, Ph=4.24
ORP: 858mV, 20.75 C, TDS=478.73, Ph=4.54
ORP: 859mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 858mV, 20.75 C, TDS=474.55, Ph=4.51
ORP: 854mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 854mV, 20.75 C, TDS=449.99, Ph=4.21
ORP: 854mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 853mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 855mV, 20.75 C, TDS=452.00, Ph=4.31
ORP: 855mV, 20.75 C, TDS=452.00, Ph=4.25
ORP: 855mV, 20.75 C, TDS=432.08, Ph=4.04
ORP: 853mV, 20.75 C, TDS=447.98, Ph=4.16
ORP: 853mV, 20.75 C, TDS=438.00, Ph=4.07
ORP: 854mV, 20.75 C, TDS=464.22, Ph=4.38
ORP: 853mV, 20.75 C, TDS=460.12, Ph=4.38
ORP: 854mV, 20.75 C, TDS=470.40, Ph=4.50
ORP: 854mV, 20.75 C, TDS=439.99, Ph=4.11
ORP: 853mV, 20.75 C, TDS=445.97, Ph=4.17
ORP: 854mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 853mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 853mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 854mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 855mV, 20.75 C, TDS=430.12, Ph=4.00
ORP: 855mV, 20.75 C, TDS=434.05, Ph=4.04
ORP: 855mV, 20.75 C, TDS=441.98, Ph=4.07
ORP: 856mV, 20.75 C, TDS=445.97, Ph=4.12
ORP: 856mV, 20.75 C, TDS=482.93, Ph=4.59
ORP: 850mV, 20.75 C, TDS=482.93, Ph=4.58
ORP: 848mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 848mV, 20.75 C, TDS=474.55, Ph=4.53
ORP: 848mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 850mV, 20.75 C, TDS=443.97, Ph=4.16
ORP: 850mV, 20.75 C, TDS=443.97, Ph=4.12
ORP: 850mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 852mV, 20.75 C, TDS=476.64, Ph=4.53
ORP: 854mV, 20.75 C, TDS=468.33, Ph=4.51
ORP: 855mV, 20.75 C, TDS=472.47, Ph=4.54
ORP: 855mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 853mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 851mV, 20.75 C, TDS=449.99, Ph=4.17
ORP: 852mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 853mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 856mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 855mV, 20.75 C, TDS=472.47, Ph=4.52
ORP: 854mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 851mV, 20.75 C, TDS=454.02, Ph=4.29
ORP: 852mV, 20.75 C, TDS=438.00, Ph=4.07
ORP: 852mV, 20.75 C, TDS=445.97, Ph=4.13
ORP: 856mV, 20.75 C, TDS=438.00, Ph=4.07
ORP: 860mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 865mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 860mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 856mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 852mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 853mV, 20.75 C, TDS=438.00, Ph=4.11
ORP: 855mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 860mV, 20.75 C, TDS=439.99, Ph=4.13
ORP: 861mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 856mV, 20.75 C, TDS=464.22, Ph=4.43
ORP: 852mV, 20.75 C, TDS=443.97, Ph=4.18
ORP: 855mV, 20.75 C, TDS=439.99, Ph=4.13
ORP: 857mV, 20.75 C, TDS=443.97, Ph=4.11
ORP: 861mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 864mV, 20.75 C, TDS=476.64, Ph=4.52
ORP: 861mV, 20.75 C, TDS=464.22, Ph=4.42
ORP: 856mV, 20.75 C, TDS=452.00, Ph=4.29
ORP: 853mV, 20.75 C, TDS=436.02, Ph=4.09
ORP: 859mV, 20.75 C, TDS=443.97, Ph=4.15
ORP: 865mV, 20.75 C, TDS=436.02, Ph=4.05
ORP: 869mV, 20.75 C, TDS=478.73, Ph=4.51
ORP: 870mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 866mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 861mV, 20.75 C, TDS=445.97, Ph=4.21
ORP: 863mV, 20.75 C, TDS=445.97, Ph=4.20
ORP: 864mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 866mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 869mV, 20.75 C, TDS=476.64, Ph=4.52
ORP: 868mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 868mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 865mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 863mV, 20.75 C, TDS=449.99, Ph=4.17
ORP: 863mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 862mV, 20.75 C, TDS=458.08, Ph=4.30
ORP: 865mV, 20.75 C, TDS=464.22, Ph=4.42
ORP: 865mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 865mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 865mV, 20.75 C, TDS=443.97, Ph=4.12
ORP: 865mV, 20.75 C, TDS=476.64, Ph=4.51
ORP: 860mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 856mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 852mV, 20.75 C, TDS=452.00, Ph=4.29
ORP: 853mV, 20.75 C, TDS=432.08, Ph=4.04
ORP: 858mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 862mV, 20.75 C, TDS=443.97, Ph=4.12
ORP: 864mV, 20.75 C, TDS=458.08, Ph=4.31
ORP: 861mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 857mV, 20.75 C, TDS=438.00, Ph=4.09
ORP: 857mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 861mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 865mV, 20.75 C, TDS=485.04, Ph=4.61
ORP: 865mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 862mV, 20.75 C, TDS=466.27, Ph=4.46
ORP: 858mV, 20.75 C, TDS=447.98, Ph=4.23
ORP: 858mV, 20.75 C, TDS=443.97, Ph=4.16
ORP: 863mV, 20.75 C, TDS=456.05, Ph=4.30
ORP: 862mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 863mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 858mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 857mV, 20.75 C, TDS=441.98, Ph=4.13
ORP: 857mV, 20.75 C, TDS=472.47, Ph=4.47
ORP: 856mV, 20.75 C, TDS=468.33, Ph=4.48
ORP: 855mV, 20.75 C, TDS=434.05, Ph=4.07
ORP: 860mV, 20.69 C, TDS=436.02, Ph=4.11
ORP: 858mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 858mV, 20.75 C, TDS=460.12, Ph=4.31
ORP: 853mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 849mV, 20.75 C, TDS=441.98, Ph=4.17
ORP: 854mV, 20.75 C, TDS=438.00, Ph=4.09
ORP: 858mV, 20.75 C, TDS=436.02, Ph=4.07
ORP: 862mV, 20.75 C, TDS=478.73, Ph=4.55
ORP: 860mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 856mV, 20.75 C, TDS=430.12, Ph=4.00
ORP: 857mV, 20.75 C, TDS=432.08, Ph=4.02
ORP: 860mV, 20.75 C, TDS=439.99, Ph=4.07
ORP: 863mV, 20.75 C, TDS=436.02, Ph=4.06
ORP: 861mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 856mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 853mV, 20.75 C, TDS=447.98, Ph=4.25
ORP: 858mV, 20.75 C, TDS=445.97, Ph=4.14
ORP: 862mV, 20.75 C, TDS=466.27, Ph=4.39
ORP: 861mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 862mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 863mV, 20.75 C, TDS=441.98, Ph=4.10
ORP: 862mV, 20.75 C, TDS=445.97, Ph=4.18
ORP: 862mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 863mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 864mV, 20.75 C, TDS=428.16, Ph=3.98
ORP: 864mV, 20.75 C, TDS=445.97, Ph=4.16
ORP: 864mV, 20.75 C, TDS=438.00, Ph=4.07
ORP: 858mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 859mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 858mV, 20.75 C, TDS=434.05, Ph=4.08
ORP: 863mV, 20.75 C, TDS=434.05, Ph=4.05
ORP: 864mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 864mV, 20.75 C, TDS=456.05, Ph=4.30
ORP: 864mV, 20.69 C, TDS=470.40, Ph=4.50
ORP: 863mV, 20.75 C, TDS=452.00, Ph=4.27
ORP: 865mV, 20.75 C, TDS=454.02, Ph=4.22
ORP: 866mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 867mV, 20.75 C, TDS=478.73, Ph=4.54
ORP: 867mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 867mV, 20.75 C, TDS=432.08, Ph=4.05
ORP: 867mV, 20.75 C, TDS=430.12, Ph=4.02
ORP: 867mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 867mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 868mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 868mV, 20.75 C, TDS=424.26, Ph=3.92
ORP: 867mV, 20.75 C, TDS=447.98, Ph=4.16
ORP: 867mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 865mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 864mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 870mV, 20.75 C, TDS=434.05, Ph=4.07
ORP: 870mV, 20.75 C, TDS=436.02, Ph=4.04
ORP: 871mV, 20.75 C, TDS=480.83, Ph=4.55
ORP: 866mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 868mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 872mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 876mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 873mV, 20.75 C, TDS=474.55, Ph=4.56
ORP: 871mV, 20.75 C, TDS=472.47, Ph=4.54
ORP: 872mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 877mV, 20.75 C, TDS=445.97, Ph=4.15
ORP: 876mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 872mV, 20.75 C, TDS=466.27, Ph=4.46
ORP: 868mV, 20.75 C, TDS=447.98, Ph=4.24
ORP: 871mV, 20.75 C, TDS=438.00, Ph=4.10
ORP: 874mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 873mV, 20.75 C, TDS=476.64, Ph=4.54
ORP: 869mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 871mV, 20.75 C, TDS=434.05, Ph=4.04
ORP: 873mV, 20.75 C, TDS=439.99, Ph=4.04
ORP: 877mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 876mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 872mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 869mV, 20.75 C, TDS=445.97, Ph=4.22
ORP: 873mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 878mV, 20.75 C, TDS=489.28, Ph=4.67
ORP: 875mV, 20.75 C, TDS=474.55, Ph=4.54
ORP: 870mV, 20.75 C, TDS=428.16, Ph=3.97
ORP: 871mV, 20.75 C, TDS=436.02, Ph=4.12
ORP: 874mV, 20.75 C, TDS=439.99, Ph=4.13
ORP: 879mV, 20.75 C, TDS=480.83, Ph=4.57
ORP: 874mV, 20.75 C, TDS=470.40, Ph=4.53
ORP: 871mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 873mV, 20.75 C, TDS=449.99, Ph=4.21
ORP: 875mV, 20.75 C, TDS=449.99, Ph=4.19
ORP: 880mV, 20.75 C, TDS=474.55, Ph=4.48
ORP: 877mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 872mV, 20.75 C, TDS=432.08, Ph=4.07
ORP: 875mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 879mV, 20.75 C, TDS=452.00, Ph=4.25
ORP: 872mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 867mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 865mV, 20.75 C, TDS=447.98, Ph=4.17
ORP: 871mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 872mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 868mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 863mV, 20.75 C, TDS=438.00, Ph=4.14
ORP: 866mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 869mV, 20.75 C, TDS=478.73, Ph=4.55
ORP: 867mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 863mV, 20.75 C, TDS=438.00, Ph=4.08
ORP: 862mV, 20.75 C, TDS=434.05, Ph=4.03
ORP: 866mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 870mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 867mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 863mV, 20.75 C, TDS=434.05, Ph=4.06
ORP: 862mV, 20.75 C, TDS=447.98, Ph=4.17
ORP: 867mV, 20.75 C, TDS=439.99, Ph=4.08
ORP: 870mV, 20.75 C, TDS=482.93, Ph=4.56
ORP: 869mV, 20.75 C, TDS=470.40, Ph=4.48
ORP: 865mV, 20.75 C, TDS=432.08, Ph=4.02
ORP: 863mV, 20.75 C, TDS=439.99, Ph=4.13
ORP: 866mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 869mV, 20.75 C, TDS=454.02, Ph=4.26
ORP: 865mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 860mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 861mV, 20.75 C, TDS=445.97, Ph=4.20
ORP: 865mV, 20.75 C, TDS=443.97, Ph=4.15
ORP: 863mV, 20.75 C, TDS=458.08, Ph=4.30
ORP: 859mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 855mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 859mV, 20.75 C, TDS=439.99, Ph=4.09
ORP: 863mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 861mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 859mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 855mV, 20.75 C, TDS=445.97, Ph=4.22
ORP: 858mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 862mV, 20.75 C, TDS=456.05, Ph=4.29
ORP: 859mV, 20.75 C, TDS=466.27, Ph=4.47
ORP: 856mV, 20.75 C, TDS=428.16, Ph=3.99
ORP: 859mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 862mV, 20.75 C, TDS=439.99, Ph=4.09
ORP: 863mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 858mV, 20.75 C, TDS=470.40, Ph=4.47
ORP: 857mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 861mV, 20.75 C, TDS=438.00, Ph=4.07
ORP: 865mV, 20.75 C, TDS=445.97, Ph=4.13
ORP: 865mV, 20.75 C, TDS=464.22, Ph=4.37
ORP: 860mV, 20.75 C, TDS=474.55, Ph=4.51
ORP: 859mV, 20.75 C, TDS=434.05, Ph=4.05
ORP: 864mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 864mV, 20.75 C, TDS=439.99, Ph=4.12
ORP: 864mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 860mV, 20.75 C, TDS=462.17, Ph=4.42
ORP: 860mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 863mV, 20.75 C, TDS=452.00, Ph=4.20
ORP: 863mV, 20.75 C, TDS=439.99, Ph=4.10
ORP: 863mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 858mV, 20.75 C, TDS=474.55, Ph=4.52
ORP: 858mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 863mV, 20.75 C, TDS=454.02, Ph=4.26
ORP: 865mV, 20.75 C, TDS=447.98, Ph=4.16
ORP: 864mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 861mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 862mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 865mV, 20.75 C, TDS=441.98, Ph=4.11
ORP: 869mV, 20.75 C, TDS=443.97, Ph=4.14
ORP: 864mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 861mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 862mV, 20.75 C, TDS=443.97, Ph=4.20
ORP: 865mV, 20.75 C, TDS=443.97, Ph=4.16
ORP: 864mV, 20.75 C, TDS=454.02, Ph=4.28
ORP: 858mV, 20.75 C, TDS=470.40, Ph=4.51
ORP: 854mV, 20.75 C, TDS=452.00, Ph=4.30
ORP: 854mV, 20.75 C, TDS=436.02, Ph=4.10
ORP: 857mV, 20.75 C, TDS=438.00, Ph=4.07
ORP: 857mV, 20.75 C, TDS=441.98, Ph=4.12
ORP: 858mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 858mV, 20.75 C, TDS=470.40, Ph=4.50
ORP: 858mV, 20.75 C, TDS=472.47, Ph=4.50
ORP: 856mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 856mV, 20.75 C, TDS=439.99, Ph=4.09
ORP: 857mV, 20.75 C, TDS=470.40, Ph=4.44
ORP: 862mV, 20.75 C, TDS=476.64, Ph=4.51
ORP: 861mV, 20.75 C, TDS=478.73, Ph=4.56
ORP: 858mV, 20.69 C, TDS=454.02, Ph=4.31
