ORP: 1149mV, 20.75 C, TDS=493.54, Ph=4.51
ORP: 760mV, 20.75 C, TDS=482.93, Ph=4.62
ORP: 761mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 756mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 757mV, 20.75 C, TDS=458.08, Ph=4.34
ORP: 760mV, 20.75 C, TDS=482.93, Ph=4.61
ORP: 758mV, 20.75 C, TDS=487.15, Ph=4.72
ORP: 755mV, 20.75 C, TDS=472.47, Ph=4.57
ORP: 754mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.40
ORP: 760mV, 20.75 C, TDS=480.83, Ph=4.63
ORP: 755mV, 20.75 C, TDS=495.68, Ph=4.77
ORP: 754mV, 20.81 C, TDS=468.33, Ph=4.41
ORP: 758mV, 20.75 C, TDS=456.05, Ph=4.29
ORP: 757mV, 20.75 C, TDS=482.93, Ph=4.61
ORP: 752mV, 20.75 C, TDS=478.73, Ph=4.59
ORP: 744mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 749mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 757mV, 20.75 C, TDS=443.97, Ph=4.18
ORP: 753mV, 20.75 C, TDS=474.55, Ph=4.58
ORP: 754mV, 20.75 C, TDS=499.98, Ph=4.84
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 757mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 754mV, 20.75 C, TDS=482.93, Ph=4.63
ORP: 754mV, 20.75 C, TDS=485.04, Ph=4.64
ORP: 757mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 757mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 753mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 753mV, 20.75 C, TDS=480.83, Ph=4.63
ORP: 752mV, 20.75 C, TDS=447.98, Ph=4.31
ORP: 752mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 754mV, 20.75 C, TDS=447.98, Ph=4.21
ORP: 753mV, 20.75 C, TDS=489.28, Ph=4.72
ORP: 752mV, 20.75 C, TDS=495.68, Ph=4.77
ORP: 760mV, 20.75 C, TDS=472.47, Ph=4.45
ORP: 759mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 755mV, 20.81 C, TDS=491.41, Ph=4.73
ORP: 756mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 759mV, 20.81 C, TDS=466.27, Ph=4.46
ORP: 758mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 760mV, 20.75 C, TDS=452.00, Ph=4.26
ORP: 760mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 761mV, 20.75 C, TDS=480.83, Ph=4.64
ORP: 766mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 765mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 767mV, 20.75 C, TDS=489.28, Ph=4.61
ORP: 768mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 768mV, 20.75 C, TDS=504.31, Ph=4.87
ORP: 767mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 766mV, 20.75 C, TDS=452.00, Ph=4.30
ORP: 766mV, 20.75 C, TDS=476.64, Ph=4.63
ORP: 767mV, 20.75 C, TDS=476.64, Ph=4.61
ORP: 764mV, 20.75 C, TDS=515.25, Ph=5.00
ORP: 765mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 770mV, 20.75 C, TDS=464.22, Ph=4.37
ORP: 771mV, 20.75 C, TDS=482.93, Ph=4.62
ORP: 772mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 772mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 770mV, 20.75 C, TDS=454.02, Ph=4.30
ORP: 775mV, 20.75 C, TDS=485.04, Ph=4.62
ORP: 774mV, 20.75 C, TDS=478.73, Ph=4.64
ORP: 772mV, 20.75 C, TDS=454.02, Ph=4.36
ORP: 772mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 777mV, 20.75 C, TDS=447.98, Ph=4.20
ORP: 776mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 772mV, 20.75 C, TDS=502.15, Ph=4.84
ORP: 772mV, 20.81 C, TDS=468.33, Ph=4.41
ORP: 775mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 780mV, 20.75 C, TDS=472.47, Ph=4.47
ORP: 780mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 776mV, 20.75 C, TDS=493.54, Ph=4.78
ORP: 775mV, 20.75 C, TDS=462.17, Ph=4.40
ORP: 778mV, 20.75 C, TDS=468.33, Ph=4.49
ORP: 779mV, 20.75 C, TDS=482.93, Ph=4.69
ORP: 775mV, 20.75 C, TDS=497.83, Ph=4.83
ORP: 775mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 779mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 781mV, 20.75 C, TDS=487.15, Ph=4.61
ORP: 778mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 774mV, 20.75 C, TDS=493.54, Ph=4.74
ORP: 768mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 772mV, 20.75 C, TDS=458.08, Ph=4.31
ORP: 774mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 770mV, 20.75 C, TDS=487.15, Ph=4.71
ORP: 765mV, 20.81 C, TDS=497.83, Ph=4.82
ORP: 760mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 763mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 766mV, 20.75 C, TDS=454.02, Ph=4.31
ORP: 767mV, 20.75 C, TDS=447.98, Ph=4.22
ORP: 764mV, 20.75 C, TDS=476.64, Ph=4.60
ORP: 763mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 761mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 764mV, 20.75 C, TDS=462.17, Ph=4.33
ORP: 764mV, 20.81 C, TDS=464.22, Ph=4.36
ORP: 765mV, 20.81 C, TDS=487.15, Ph=4.67
ORP: 764mV, 20.75 C, TDS=482.93, Ph=4.68
ORP: 764mV, 20.75 C, TDS=504.31, Ph=4.89
ORP: 764mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 765mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 764mV, 20.81 C, TDS=489.28, Ph=4.65
ORP: 764mV, 20.75 C, TDS=495.68, Ph=4.79
ORP: 762mV, 20.75 C, TDS=497.83, Ph=4.78
ORP: 756mV, 20.81 C, TDS=464.22, Ph=4.43
ORP: 754mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 759mV, 20.75 C, TDS=466.27, Ph=4.43
ORP: 760mV, 20.75 C, TDS=478.73, Ph=4.63
ORP: 757mV, 20.75 C, TDS=493.54, Ph=4.79
ORP: 754mV, 20.75 C, TDS=470.40, Ph=4.53
ORP: 753mV, 20.81 C, TDS=466.27, Ph=4.40
ORP: 757mV, 20.75 C, TDS=456.05, Ph=4.29
ORP: 758mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 754mV, 20.75 C, TDS=491.41, Ph=4.74
ORP: 749mV, 20.75 C, TDS=499.98, Ph=4.86
ORP: 754mV, 20.75 C, TDS=456.05, Ph=4.33
ORP: 757mV, 20.75 C, TDS=458.08, Ph=4.33
ORP: 758mV, 20.75 C, TDS=441.98, Ph=4.14
ORP: 754mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 751mV, 20.75 C, TDS=480.83, Ph=4.61
ORP: 748mV, 20.75 C, TDS=464.22, Ph=4.44
ORP: 751mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 756mV, 20.75 C, TDS=472.47, Ph=4.49
ORP: 752mV, 20.75 C, TDS=476.64, Ph=4.59
ORP: 748mV, 20.75 C, TDS=485.04, Ph=4.67
ORP: 746mV, 20.81 C, TDS=454.02, Ph=4.33
ORP: 751mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 756mV, 20.75 C, TDS=454.02, Ph=4.28
ORP: 755mV, 20.75 C, TDS=482.93, Ph=4.63
ORP: 751mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 745mV, 20.75 C, TDS=506.49, Ph=4.89
ORP: 749mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 754mV, 20.81 C, TDS=472.47, Ph=4.46
ORP: 760mV, 20.75 C, TDS=480.83, Ph=4.58
ORP: 757mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 753mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 750mV, 20.81 C, TDS=476.64, Ph=4.61
ORP: 754mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 756mV, 20.75 C, TDS=460.12, Ph=4.37
ORP: 757mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 752mV, 20.75 C, TDS=493.54, Ph=4.80
ORP: 748mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 747mV, 20.75 C, TDS=504.31, Ph=4.87
ORP: 751mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 758mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 759mV, 20.75 C, TDS=482.93, Ph=4.60
ORP: 755mV, 20.75 C, TDS=491.41, Ph=4.73
ORP: 755mV, 20.75 C, TDS=487.15, Ph=4.69
ORP: 754mV, 20.75 C, TDS=472.47, Ph=4.55
ORP: 756mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 757mV, 20.81 C, TDS=460.12, Ph=4.36
ORP: 758mV, 20.75 C, TDS=452.00, Ph=4.25
ORP: 758mV, 20.75 C, TDS=478.73, Ph=4.61
ORP: 759mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 761mV, 20.75 C, TDS=499.98, Ph=4.84
ORP: 761mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 760mV, 20.75 C, TDS=458.08, Ph=4.30
ORP: 759mV, 20.75 C, TDS=449.99, Ph=4.22
ORP: 760mV, 20.81 C, TDS=489.28, Ph=4.72
ORP: 761mV, 20.75 C, TDS=491.41, Ph=4.76
ORP: 761mV, 20.75 C, TDS=474.55, Ph=4.57
ORP: 756mV, 20.81 C, TDS=456.05, Ph=4.33
ORP: 757mV, 20.75 C, TDS=458.08, Ph=4.34
ORP: 760mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 766mV, 20.81 C, TDS=489.28, Ph=4.72
ORP: 768mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 764mV, 20.75 C, TDS=491.41, Ph=4.71
ORP: 761mV, 20.75 C, TDS=460.12, Ph=4.39
ORP: 763mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 768mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 774mV, 20.75 C, TDS=485.04, Ph=4.66
ORP: 770mV, 20.75 C, TDS=487.15, Ph=4.73
ORP: 766mV, 20.75 C, TDS=478.73, Ph=4.61
ORP: 759mV, 20.75 C, TDS=452.00, Ph=4.30
ORP: 763mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 766mV, 20.75 C, TDS=452.00, Ph=4.24
ORP: 770mV, 20.81 C, TDS=497.83, Ph=4.74
ORP: 767mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 763mV, 20.81 C, TDS=493.54, Ph=4.74
ORP: 757mV, 20.75 C, TDS=458.08, Ph=4.37
ORP: 754mV, 20.75 C, TDS=454.02, Ph=4.31
ORP: 758mV, 20.75 C, TDS=456.05, Ph=4.32
ORP: 762mV, 20.75 C, TDS=458.08, Ph=4.35
ORP: 764mV, 20.81 C, TDS=480.83, Ph=4.64
ORP: 760mV, 20.75 C, TDS=489.28, Ph=4.73
ORP: 756mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 758mV, 20.75 C, TDS=466.27, Ph=4.48
ORP: 763mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 767mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 766mV, 20.75 C, TDS=449.99, Ph=4.20
ORP: 765mV, 20.75 C, TDS=489.28, Ph=4.63
ORP: 760mV, 20.81 C, TDS=482.93, Ph=4.63
ORP: 761mV, 20.81 C, TDS=482.93, Ph=4.63
ORP: 762mV, 20.75 C, TDS=458.08, Ph=4.39
ORP: 764mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 763mV, 20.81 C, TDS=447.98, Ph=4.24
ORP: 763mV, 20.75 C, TDS=491.41, Ph=4.69
ORP: 759mV, 20.75 C, TDS=480.83, Ph=4.66
ORP: 759mV, 20.75 C, TDS=480.83, Ph=4.65
ORP: 760mV, 20.75 C, TDS=472.47, Ph=4.55
ORP: 758mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 765mV, 20.75 C, TDS=456.05, Ph=4.30
ORP: 764mV, 20.75 C, TDS=462.17, Ph=4.36
ORP: 765mV, 20.81 C, TDS=460.12, Ph=4.32
ORP: 764mV, 20.75 C, TDS=495.68, Ph=4.69
ORP: 764mV, 20.81 C, TDS=482.93, Ph=4.66
ORP: 765mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 765mV, 20.75 C, TDS=510.86, Ph=4.97
ORP: 764mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 764mV, 20.75 C, TDS=466.27, Ph=4.41
ORP: 762mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 766mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 768mV, 20.75 C, TDS=493.54, Ph=4.67
ORP: 769mV, 20.75 C, TDS=482.93, Ph=4.63
ORP: 766mV, 20.75 C, TDS=497.83, Ph=4.79
ORP: 761mV, 20.75 C, TDS=489.28, Ph=4.72
ORP: 758mV, 20.75 C, TDS=460.12, Ph=4.44
ORP: 761mV, 20.75 C, TDS=456.05, Ph=4.32
ORP: 766mV, 20.75 C, TDS=470.40, Ph=4.49
ORP: 771mV, 20.75 C, TDS=472.47, Ph=4.50
ORP: 774mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 770mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 768mV, 20.75 C, TDS=495.68, Ph=4.78
ORP: 763mV, 20.75 C, TDS=452.00, Ph=4.32
ORP: 767mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 770mV, 20.75 C, TDS=452.00, Ph=4.27
ORP: 773mV, 20.75 C, TDS=452.00, Ph=4.24
ORP: 771mV, 20.75 C, TDS=480.83, Ph=4.66
ORP: 768mV, 20.75 C, TDS=493.54, Ph=4.79
ORP: 766mV, 20.75 C, TDS=478.73, Ph=4.58
ORP: 762mV, 20.81 C, TDS=510.86, Ph=4.94
ORP: 760mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 763mV, 20.75 C, TDS=464.22, Ph=4.35
ORP: 766mV, 20.75 C, TDS=460.12, Ph=4.34
ORP: 767mV, 20.75 C, TDS=449.99, Ph=4.19
ORP: 764mV, 20.81 C, TDS=474.55, Ph=4.57
ORP: 760mV, 20.75 C, TDS=487.15, Ph=4.72
ORP: 760mV, 20.75 C, TDS=489.28, Ph=4.73
ORP: 758mV, 20.75 C, TDS=513.05, Ph=5.01
ORP: 762mV, 20.81 C, TDS=460.12, Ph=4.37
ORP: 768mV, 20.75 C, TDS=468.33, Ph=4.45
ORP: 768mV, 20.75 C, TDS=449.99, Ph=4.23
ORP: 769mV, 20.75 C, TDS=487.15, Ph=4.63
ORP: 764mV, 20.75 C, TDS=487.15, Ph=4.70
ORP: 761mV, 20.75 C, TDS=489.28, Ph=4.68
ORP: 761mV, 20.75 C, TDS=502.15, Ph=4.83
ORP: 759mV, 20.75 C, TDS=468.33, Ph=4.44
ORP: 762mV, 20.75 C, TDS=454.02, Ph=4.28
ORP: 761mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 762mV, 20.75 C, TDS=452.00, Ph=4.27
ORP: 761mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 757mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 755mV, 20.75 C, TDS=487.15, Ph=4.67
ORP: 756mV, 20.75 C, TDS=508.67, Ph=4.91
ORP: 757mV, 20.75 C, TDS=466.27, Ph=4.45
ORP: 762mV, 20.75 C, TDS=454.02, Ph=4.26
ORP: 764mV, 20.75 C, TDS=464.22, Ph=4.41
ORP: 764mV, 20.75 C, TDS=449.99, Ph=4.27
ORP: 763mV, 20.81 C, TDS=443.97, Ph=4.15
ORP: 758mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 759mV, 20.75 C, TDS=497.83, Ph=4.81
ORP: 759mV, 20.75 C, TDS=489.28, Ph=4.71
ORP: 759mV, 20.75 C, TDS=476.64, Ph=4.54
ORP: 757mV, 20.75 C, TDS=462.17, Ph=4.35
ORP: 757mV, 20.75 C, TDS=456.05, Ph=4.29
ORP: 757mV, 20.75 C, TDS=447.98, Ph=4.23
ORP: 757mV, 20.75 C, TDS=447.98, Ph=4.23
ORP: 759mV, 20.75 C, TDS=447.98, Ph=4.22
ORP: 762mV, 20.75 C, TDS=480.83, Ph=4.57
ORP: 766mV, 20.75 C, TDS=480.83, Ph=4.62
ORP: 767mV, 20.75 C, TDS=487.15, Ph=4.69
ORP: 768mV, 20.81 C, TDS=482.93, Ph=4.62
ORP: 764mV, 20.75 C, TDS=495.68, Ph=4.77
ORP: 760mV, 20.81 C, TDS=499.98, Ph=4.81
ORP: 757mV, 20.81 C, TDS=464.22, Ph=4.43
ORP: 761mV, 20.75 C, TDS=464.22, Ph=4.40
ORP: 765mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 769mV, 20.75 C, TDS=460.12, Ph=4.36
ORP: 775mV, 20.75 C, TDS=466.27, Ph=4.44
ORP: 775mV, 20.75 C, TDS=466.27, Ph=4.42
ORP: 776mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 772mV, 20.75 C, TDS=489.28, Ph=4.72
ORP: 768mV, 20.75 C, TDS=495.68, Ph=4.76
ORP: 768mV, 20.81 C, TDS=485.04, Ph=4.63
ORP: 767mV, 20.81 C, TDS=476.64, Ph=4.55
ORP: 767mV, 20.75 C, TDS=452.00, Ph=4.30
ORP: 773mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 773mV, 20.75 C, TDS=464.22, Ph=4.39
ORP: 774mV, 20.75 C, TDS=456.05, Ph=4.32
ORP: 774mV, 20.75 C, TDS=452.00, Ph=4.29
ORP: 774mV, 20.75 C, TDS=482.93, Ph=4.64
ORP: 778mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 780mV, 20.81 C, TDS=495.68, Ph=4.78
ORP: 779mV, 20.75 C, TDS=495.68, Ph=4.77
ORP: 778mV, 20.75 C, TDS=489.28, Ph=4.67
ORP: 773mV, 20.75 C, TDS=495.68, Ph=4.75
ORP: 769mV, 20.75 C, TDS=504.31, Ph=4.84
ORP: 767mV, 20.81 C, TDS=462.17, Ph=4.41
ORP: 763mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 766mV, 20.75 C, TDS=454.02, Ph=4.29
ORP: 770mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 774mV, 20.75 C, TDS=454.02, Ph=4.28
ORP: 778mV, 20.75 C, TDS=474.55, Ph=4.50
ORP: 784mV, 20.75 C, TDS=491.41, Ph=4.70
ORP: 783mV, 20.75 C, TDS=497.83, Ph=4.79
ORP: 780mV, 20.75 C, TDS=482.93, Ph=4.62
ORP: 775mV, 20.75 C, TDS=499.98, Ph=4.79
ORP: 770mV, 20.81 C, TDS=495.68, Ph=4.75
ORP: 766mV, 20.75 C, TDS=476.64, Ph=4.55
ORP: 760mV, 20.75 C, TDS=508.67, Ph=4.91
ORP: 759mV, 20.75 C, TDS=468.33, Ph=4.47
ORP: 758mV, 20.75 C, TDS=454.02, Ph=4.30
ORP: 763mV, 20.75 C, TDS=458.08, Ph=4.32
ORP: 766mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 768mV, 20.75 C, TDS=458.08, Ph=4.34
ORP: 768mV, 20.75 C, TDS=443.97, Ph=4.16
ORP: 768mV, 20.75 C, TDS=491.41, Ph=4.67
ORP: 764mV, 20.75 C, TDS=489.28, Ph=4.72
ORP: 761mV, 20.75 C, TDS=495.68, Ph=4.78
ORP: 755mV, 20.75 C, TDS=478.73, Ph=4.58
ORP: 749mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 751mV, 20.75 C, TDS=456.05, Ph=4.33
ORP: 755mV, 20.75 C, TDS=458.08, Ph=4.31
ORP: 759mV, 20.75 C, TDS=462.17, Ph=4.37
ORP: 764mV, 20.81 C, TDS=452.00, Ph=4.28
ORP: 768mV, 20.75 C, TDS=480.83, Ph=4.60
ORP: 768mV, 20.75 C, TDS=487.15, Ph=4.65
ORP: 765mV, 20.75 C, TDS=485.04, Ph=4.68
ORP: 761mV, 20.75 C, TDS=495.68, Ph=4.79
ORP: 756mV, 20.75 C, TDS=480.83, Ph=4.63
ORP: 751mV, 20.75 C, TDS=515.25, Ph=4.98
ORP: 746mV, 20.75 C, TDS=464.22, Ph=4.37
ORP: 748mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 752mV, 20.75 C, TDS=458.08, Ph=4.28
ORP: 756mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 761mV, 20.75 C, TDS=454.02, Ph=4.24
ORP: 766mV, 20.75 C, TDS=493.54, Ph=4.68
ORP: 765mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 765mV, 20.81 C, TDS=489.28, Ph=4.74
ORP: 762mV, 20.75 C, TDS=493.54, Ph=4.77
ORP: 759mV, 20.75 C, TDS=476.64, Ph=4.61
ORP: 754mV, 20.75 C, TDS=460.12, Ph=4.41
ORP: 748mV, 20.75 C, TDS=458.08, Ph=4.36
ORP: 745mV, 20.75 C, TDS=454.02, Ph=4.33
ORP: 747mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 750mV, 20.75 C, TDS=468.33, Ph=4.39
ORP: 755mV, 20.75 C, TDS=470.40, Ph=4.46
ORP: 759mV, 20.75 C, TDS=460.12, Ph=4.32
ORP: 763mV, 20.81 C, TDS=487.15, Ph=4.65
ORP: 768mV, 20.81 C, TDS=485.04, Ph=4.70
ORP: 770mV, 20.75 C, TDS=497.83, Ph=4.81
ORP: 771mV, 20.75 C, TDS=482.93, Ph=4.66
ORP: 768mV, 20.75 C, TDS=476.64, Ph=4.58
ORP: 765mV, 20.75 C, TDS=456.05, Ph=4.37
ORP: 762mV, 20.75 C, TDS=462.17, Ph=4.42
ORP: 756mV, 20.81 C, TDS=458.08, Ph=4.31
ORP: 755mV, 20.81 C, TDS=462.17, Ph=4.34
ORP: 759mV, 20.75 C, TDS=466.27, Ph=4.37
ORP: 763mV, 20.75 C, TDS=466.27, Ph=4.37
ORP: 767mV, 20.75 C, TDS=468.33, Ph=4.43
ORP: 771mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 773mV, 20.75 C, TDS=485.04, Ph=4.63
ORP: 773mV, 20.75 C, TDS=493.54, Ph=4.75
ORP: 772mV, 20.75 C, TDS=495.68, Ph=4.79
ORP: 770mV, 20.75 C, TDS=493.54, Ph=4.77
ORP: 765mV, 20.75 C, TDS=482.93, Ph=4.67
ORP: 761mV, 20.75 C, TDS=489.28, Ph=4.68
ORP: 761mV, 20.75 C, TDS=472.47, Ph=4.51
ORP: 760mV, 20.75 C, TDS=462.17, Ph=4.39
ORP: 762mV, 20.75 C, TDS=456.05, Ph=4.32
ORP: 761mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 768mV, 20.81 C, TDS=456.05, Ph=4.28
ORP: 767mV, 20.75 C, TDS=458.08, Ph=4.34
ORP: 766mV, 20.75 C, TDS=464.22, Ph=4.42
ORP: 767mV, 20.75 C, TDS=470.40, Ph=4.45
ORP: 766mV, 20.75 C, TDS=482.93, Ph=4.63
ORP: 766mV, 20.75 C, TDS=497.83, Ph=4.76
ORP: 771mV, 20.75 C, TDS=489.28, Ph=4.69
ORP: 776mV, 20.75 C, TDS=499.98, Ph=4.76
ORP: 776mV, 20.75 C, TDS=497.83, Ph=4.77
ORP: 776mV, 20.75 C, TDS=487.15, Ph=4.66
ORP: 776mV, 20.75 C, TDS=470.40, Ph=4.51
ORP: 778mV, 20.75 C, TDS=462.17, Ph=4.41
ORP: 776mV, 20.75 C, TDS=454.02, Ph=4.33
ORP: 776mV, 20.75 C, TDS=456.05, Ph=4.31
ORP: 776mV, 20.75 C, TDS=456.05, Ph=4.30
ORP: 777mV, 20.75 C, TDS=454.02, Ph=4.30
ORP: 778mV, 20.75 C, TDS=445.97, Ph=4.18
ORP: 780mV, 20.75 C, TDS=487.15, Ph=4.66
ORP: 778mV, 20.75 C, TDS=497.83, Ph=4.75
ORP: 781mV, 20.75 C, TDS=499.98, Ph=4.77
ORP: 785mV, 20.75 C, TDS=493.54, Ph=4.72
ORP: 789mV, 20.75 C, TDS=491.41, Ph=4.68
ORP: 790mV, 20.75 C, TDS=485.04, Ph=4.65
ORP: 789mV, 20.75 C, TDS=499.98, Ph=4.80
ORP: 790mV, 20.75 C, TDS=478.73, Ph=4.60
ORP: 787mV, 20.75 C, TDS=485.04, Ph=4.67
ORP: 784mV, 20.75 C, TDS=476.64, Ph=4.61
ORP: 780mV, 20.75 C, TDS=464.22, Ph=4.45
ORP: 775mV, 20.81 C, TDS=452.00, Ph=4.32
ORP: 776mV, 20.75 C, TDS=462.17, Ph=4.38
ORP: 776mV, 20.75 C, TDS=460.12, Ph=4.31
ORP: 777mV, 20.75 C, TDS=458.08, Ph=4.28
ORP: 778mV, 20.75 C, TDS=456.05, Ph=4.27
ORP: 779mV, 20.75 C, TDS=460.12, Ph=4.31
ORP: 783mV, 20.75 C, TDS=449.99, Ph=4.20
ORP: 788mV, 20.81 C, TDS=489.28, Ph=4.65
ORP: 791mV, 20.81 C, TDS=489.28, Ph=4.67
ORP: 795mV, 20.75 C, TDS=489.28, Ph=4.68
ORP: 794mV, 20.75 C, TDS=487.15, Ph=4.72
ORP: 795mV, 20.75 C, TDS=493.54, Ph=4.76
ORP: 792mV, 20.81 C, TDS=485.04, Ph=4.70
ORP: 789mV, 20.75 C, TDS=482.93, Ph=4.65
ORP: 785mV, 20.81 C, TDS=456.05, Ph=4.36
ORP: 779mV, 20.75 C, TDS=454.02, Ph=4.32
ORP: 779mV, 20.75 C, TDS=460.12, Ph=4.35
ORP: 778mV, 20.75 C, TDS=468.33, Ph=4.42
ORP: 777mV, 20.75 C, TDS=460.12, Ph=4.31
ORP: 775mV, 20.75 C, TDS=460.12, Ph=4.33
ORP: 779mV, 20.75 C, TDS=456.05, Ph=4.30
ORP: 782mV, 20.75 C, TDS=482.93, Ph=4.56
ORP: 787mV, 20.75 C, TDS=487.15, Ph=4.62
ORP: 790mV, 20.81 C, TDS=497.83, Ph=4.76
ORP: 792mV, 20.75 C, TDS=491.41, Ph=4.71
ORP: 788mV, 20.75 C, TDS=491.41, Ph=4.72
ORP: 784mV, 20.75 C, TDS=476.64, Ph=4.59
ORP: 780mV, 20.75 C, TDS=491.41, Ph=4.75
ORP: 775mV, 20.75 C, TDS=493.54, Ph=4.77
ORP: 771mV, 20.81 C, TDS=499.98, Ph=4.84
ORP: 769mV, 20.81 C, TDS=462.17, Ph=4.43
ORP: 765mV, 20.81 C, TDS=462.17, Ph=4.39
ORP: 764mV, 20.75 C, TDS=456.05, Ph=4.34
ORP: 762mV, 20.75 C, TDS=468.33, Ph=4.41
ORP: 765mV, 20.75 C, TDS=466.27, Ph=4.37
ORP: 769mV, 20.75 C, TDS=464.22, Ph=4.37
ORP: 774mV, 20.75 C, TDS=454.02, Ph=4.25
ORP: 779mV, 20.75 C, TDS=456.05, Ph=4.30
ORP: 782mV, 20.81 C, TDS=449.99, Ph=4.23
ORP: 785mV, 20.75 C, TDS=470.40, Ph=4.46
